species	abundance	interval	survey	region	EPID	PlotID	date	time	temperature	wind_speed	sunshine	cloud_cover	flower_cover	veg_hight	but_moth	activity
Coenonympha pamphilus	1	6	3	S	SEG30	S690	26.07.08	15:20	27	1	25	20	1	25	B	day
Coenonympha pamphilus	1	2	3	S	SEG31	S698	26.07.08	14:00	29	1.5	30	20	7	10	B	day
Coenonympha pamphilus	1	3	3	S	SEG31	S698	26.07.08	14:00	29	1.5	30	20	7	10	B	day
Coenonympha pamphilus	2	1	3	S	SEG33	S732	22.07.08	16:00	21	0.5	25	60	4	10	B	day
Coenonympha pamphilus	1	2	3	S	SEG33	S732	22.07.08	16:00	21	0.5	25	60	4	10	B	day
Coenonympha pamphilus	3	4	3	S	SEG33	S732	22.07.08	16:00	21	0.5	25	60	4	10	B	day
Coenonympha pamphilus	1	5	3	S	SEG33	S732	22.07.08	16:00	21	0.5	25	60	4	10	B	day
Coenonympha pamphilus	1	6	3	S	SEG33	S732	22.07.08	16:00	21	0.5	25	60	4	10	B	day
Coenonympha pamphilus	1	1	3	S	SEG35	S770	25.07.08	13:15	27	2	30	10	2	10	B	day
Coenonympha pamphilus	1	3	3	S	SEG35	S770	25.07.08	13:15	27	2	30	10	2	10	B	day
Coenonympha pamphilus	1	2	2	S	SEG36	S1035	12.06.08	14:00	19	1.5	20	40	1	10	B	day
Coenonympha pamphilus	1	1	3	S	SEG36	S1035	25.07.08	10:50	25.5	1.5	30	0	15	9	B	day
Coenonympha pamphilus	2	2	3	S	SEG36	S1035	25.07.08	10:50	25.5	1.5	30	0	15	9	B	day
Coenonympha pamphilus	2	3	3	S	SEG36	S1035	25.07.08	10:50	25.5	1.5	30	0	15	9	B	day
Coenonympha pamphilus	1	4	3	S	SEG36	S1035	25.07.08	10:50	25.5	1.5	30	0	15	9	B	day
Coenonympha pamphilus	3	6	3	S	SEG36	S1035	25.07.08	10:50	25.5	1.5	30	0	15	9	B	day
Coenonympha pamphilus	1	4	2	S	SEG37	S1036	19.06.08	15:00	26	3	20	30	15	15	B	day
Coenonympha pamphilus	1	5	3	S	SEG37	S1036	26.07.08	15:20	30	1	25	10	5	20	B	day
Coenonympha pamphilus	1	6	3	S	SEG37	S1036	26.07.08	15:20	30	1	25	10	5	20	B	day
Coenonympha pamphilus	1	6	2	S	SEG38	S1044	17.06.08	17:15	19	1	30	20	3	20	B	day
Coenonympha pamphilus	1	3	3	S	SEG38	S1044	26.07.08	10:45	24	1	30	0	9	15	B	day
Coenonympha pamphilus	1	5	3	S	SEG38	S1044	26.07.08	10:45	24	1	30	0	9	15	B	day
Coenonympha pamphilus	1	6	3	S	SEG38	S1044	26.07.08	10:45	24	1	30	0	9	15	B	day
Coenonympha pamphilus	1	2	3	S	SEG39	S780	25.07.08	16:40	30	2	30	10	15	6	B	day
Coenonympha pamphilus	1	3	3	S	SEG39	S780	25.07.08	16:40	30	2	30	10	15	6	B	day
Coenonympha pamphilus	1	6	3	S	SEG39	S780	25.07.08	16:40	30	2	30	10	15	6	B	day
Coenonympha pamphilus	1	5	2	S	SEG40	S850	19.06.08	16:45	25.5	3	10	50	7	11	B	day
Coenonympha pamphilus	2	6	3	S	SEG40	S850	26.07.08	16:45	30	2.5	30	0	10	10	B	day
Coenonympha pamphilus	1	1	3	S	SEG41	S974	26.07.08	17:45	28	1	30	10	4	30	B	day
Coenonympha pamphilus	2	2	3	S	SEG41	S974	26.07.08	17:45	28	1	30	10	4	30	B	day
Coenonympha pamphilus	1	1	3	S	SEG42	S1045	22.07.08	11:40	19	0.5	0	95	35	70	B	day
Coenonympha pamphilus	1	3	3	S	SEG42	S1045	22.07.08	11:40	19	0.5	0	95	35	70	B	day
Coenonympha pamphilus	3	4	3	S	SEG42	S1045	22.07.08	11:40	19	0.5	0	95	35	70	B	day
Coenonympha pamphilus	1	5	3	S	SEG42	S1045	22.07.08	11:40	19	0.5	0	95	35	70	B	day
Coenonympha pamphilus	1	6	3	S	SEG42	S1045	22.07.08	11:40	19	0.5	0	95	35	70	B	day
Coenonympha pamphilus	1	5	3	S	SEG43	S1046	22.07.08	13:00	19	1	0	100	3	12	B	day
Coenonympha pamphilus	1	1	2	S	SEG46	S779	12.06.08	15:00	18.5	1.5	15	60	7	15	B	day
Coenonympha pamphilus	1	5	2	S	SEG46	S779	12.06.08	15:00	18.5	1.5	15	60	7	15	B	day
Coenonympha pamphilus	1	4	3	S	SEG47	S801	25.07.08	11:55	26.5	1	30	5	2	15	B	day
Coenonympha pamphilus	1	6	2	S	SEG48	S995	17.06.08	10:55	17.5	1	20	60	17	20	B	day
Coenonympha pamphilus	1	6	3	S	SEG48	S995	23.07.08	13:20	22	1.5	15	70	8	14	B	day
Coenonympha pamphilus	1	4	3	S	SEG49	S1033	25.07.08	14:20	30	1.5	25	20	2	12	B	day
Coenonympha pamphilus	1	2	3	S	SEG49	S1033	25.07.08	14:20	30	1.5	25	20	2	12	B	day
Coenonympha pamphilus	2	1	3	S	SEG49	S1033	25.07.08	14:20	30	1.5	25	20	2	12	B	day
Colias alfacariensis	1	2	3	A	AEG09	A43687	03.08.08	17:20	23	1.5	30	10	16	15	B	day
Colias alfacariensis	2	1	1	A	AEG48	A43134	26.05.08	16:00	22	3	25	10	15	5	B	day
Colias alfacariensis	1	2	1	A	AEG48	A43134	26.05.08	16:00	22	3	25	10	15	5	B	day
Colias alfacariensis	2	5	1	A	AEG48	A43134	26.05.08	16:00	22	3	25	10	15	5	B	day
Colias alfacariensis	1	6	1	A	AEG48	A43134	26.05.08	16:00	22	3	25	10	15	5	B	day
Colias alfacariensis	2	1	2	A	AEG48	A43134	24.06.08	13:30	25	1	0	80	17	15	B	day
Colias alfacariensis	2	2	2	A	AEG48	A43134	24.06.08	13:30	25	1	0	80	17	15	B	day
Colias alfacariensis	1	1	3	A	AEG48	A43134	02.08.08	13:00	21.5	1	10	80	10	20	B	day
Colias alfacariensis	1	2	3	A	AEG48	A43134	02.08.08	13:00	21.5	1	10	80	10	20	B	day
Colias alfacariensis	1	4	3	A	AEG48	A43134	02.08.08	13:00	21.5	1	10	80	10	20	B	day
Colias crocea	1	6	3	A	AEG47	A35283	03.08.08	15:55	24	1.5	20	70	15	15	B	day
Colias hyale	1	1	3	A	AEG47	A35283	03.08.08	15:55	24	1.5	20	70	15	15	B	day
Colias hyale	1	2	3	H	HEG02	H8302	17.08.08	15:20	23	1.5	10	60	3	7	B	day
Colias hyale	1	1	3	H	HEG19	H20606	16.08.08	17:45	19	0.5	20	30	4	8	B	day
Colias hyale	1	6	3	H	HEG23	H20426	14.08.08	10:30	19	2.5	15	40	10	15	B	day
Colias hyale	1	1	2	H	HEG26	H2815	17.07.08	14:20	20	1	5	90	5	9	B	day
Colias hyale	1	3	1	H	HEG30	H20825	03.06.08	10:00	19	2	15	50	5	4	B	day
Colias hyale	2	4	3	H	HEG30	H20825	11.08.08	10:00	20.5	1.5	15	50	13	18	B	day
Colias hyale	1	5	2	H	HEG37	H20245	11.07.08	16:10	24.5	2	5	80	15	20	B	day
Colias hyale	1	1	3	H	HEG38	H20433	13.08.08	16:20	20	3	25	40	2	15	B	day
Colias hyale	1	2	3	H	HEG38	H20433	13.08.08	16:20	20	3	25	40	2	15	B	day
Colias hyale	1	1	2	H	HEG46	H30915	17.07.08	11:15	19.5	1.5	10	80	25	30	B	day
Colias hyale	1	6	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Colias hyale	1	2	3	H	HEG49	H8020	07.08.08	16:10	30	2.5	30	10	4	12	B	day
Colias hyale	1	4	3	S	SEG31	S698	26.07.08	14:00	29	1.5	30	20	7	10	B	day
Colias hyale	1	2	3	S	SEG41	S974	26.07.08	17:45	28	1	30	10	4	30	B	day
Colias hyale	1	3	3	S	SEG41	S974	26.07.08	17:45	28	1	30	10	4	30	B	day
Colias hyale	1	5	3	S	SEG41	S974	26.07.08	17:45	28	1	30	10	4	30	B	day
Cupido minimus	1	2	1	A	AEG27	A40320	29.05.08	16:00	22	0	0	100	17	30	B	day
Cupido minimus	2	3	1	A	AEG27	A40320	29.05.08	16:00	22	0	0	100	17	30	B	day
Cupido minimus	1	6	1	A	AEG27	A40320	29.05.08	16:00	22	0	0	100	17	30	B	day
Deltote deceptoria	1	5	2	H	HEG46	H30915	17.07.08	11:15	19.5	1.5	10	80	25	30	M	night
Diacrisia sannio	1	1	2	A	AEG02	A39275	29.06.08	10:00	10.5	1.5	30	30	25	12	M	day
Diacrisia sannio	1	2	2	A	AEG08	A42131	24.06.08	11:45	27	1	30	10	12	7	M	day
Eilema sororcula	1	5	1	A	AEG42	A24657	15.05.08	12:45	23	1	20	40	60	50	M	night
Eilema sororcula	1	1	1	H	HEG41	H888	22.05.08	11:00	16	2	30	15	10	15	M	night
Ematurga atomaria	1	2	1	A	AEG07	A24854	15.05.08	11:00	20	1	25	30	15	5	M	day
Ematurga atomaria	1	6	1	A	AEG07	A24854	15.05.08	11:00	20	1	25	30	15	5	M	day
Ematurga atomaria	1	2	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	M	day
Ematurga atomaria	2	4	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	M	day
Ematurga atomaria	1	5	3	A	AEG09	A43687	03.08.08	17:20	23	1.5	30	10	16	15	M	day
Ematurga atomaria	1	6	1	A	AEG23	A45122	27.05.08	16:15	22	2	5	20	50	90	M	day
Ematurga atomaria	1	2	2	A	AEG25	A7116	29.06.08	16:10	26	1.5	25	10	18	12	M	day
Ematurga atomaria	1	1	2	A	AEG32	A41172	01.07.08	11:30	23	1.5	30	10	15	70	M	day
Ematurga atomaria	1	5	3	A	AEG39	A32195	29.07.08	17:50	23.5	0.5	5	60	2	35	M	day
Ematurga atomaria	1	2	1	A	AEG40	A53417	24.05.08	15:00	21	1	5	80	60	60	M	day
Ematurga atomaria	1	3	1	A	AEG40	A53417	24.05.08	15:00	21	1	5	80	60	60	M	day
Ematurga atomaria	1	6	1	A	AEG47	A35283	29.05.08	14:45	23	0	0	80	5	10	M	day
Ematurga atomaria	1	5	2	H	HEG03	H8709	11.07.08	11:40	20	1.5	0	90	1	4	M	day
Ematurga atomaria	1	4	1	H	HEG09	H30212	22.05.08	13:30	17	1	5	70	20	80	M	day
Ematurga atomaria	2	6	1	H	HEG09	H30212	22.05.08	13:30	17	1	5	70	20	80	M	day
Ematurga atomaria	1	3	1	H	HEG18	H16581	01.06.08	16:15	25	1	30	20	10	15	M	day
Ematurga atomaria	1	6	1	H	HEG18	H16581	01.06.08	16:15	25	1	30	20	10	15	M	day
Ematurga atomaria	1	6	2	H	HEG18	H16581	16.07.08	10:45	22.5	1	0	90	10	25	M	day
Ematurga atomaria	1	2	1	H	HEG20	H30205	22.05.08	12:30	16	2	20	60	20	40	M	day
Ematurga atomaria	1	6	2	H	HEG20	H30205	06.07.08	15:00	23	1.5	0	100	30	30	M	day
Ematurga atomaria	2	5	1	H	HEG41	H888	22.05.08	11:00	16	2	30	15	10	15	M	day
Ematurga atomaria	1	1	1	H	HEG41	H888	22.05.08	11:00	16	2	30	15	10	15	M	day
Ematurga atomaria	1	3	1	H	HEG41	H888	22.05.08	11:00	16	2	30	15	10	15	M	day
Ematurga atomaria	1	3	1	H	HEG44	H20215	04.06.08	12:20	22	3	20	30	5	10	M	day
Ematurga atomaria	1	2	2	S	SEG11	S505	11.05.08	15:45	25	2	30	25	10	15	M	day
Ematurga atomaria	1	4	1	S	SEG26	S1022	10.05.08	12:15	26	1	30	0	7	10	M	day
Ematurga atomaria	1	2	3	S	SEG38	S1044	26.07.08	10:45	24	1	30	0	9	15	M	day
Ematurga atomaria	1	5	3	S	SEG42	S1045	22.07.08	11:40	19	0.5	0	95	35	70	M	day
Ematurga atomaria	1	2	1	S	SEG43	S1046	09.05.08	10:00	21	1	30	0	3	8	M	day
Ematurga atomaria	1	2	1	S	SEG47	S801	11.05.08	12:45	27	1	25	20	12	5	M	day
Ematurga atomaria	1	4	1	S	SEG49	S1033	11.05.08	09:50	22	1	30	0	8	15	M	day
Ematurga atomaria	1	6	2	S	SEG49	S1033	18.06.08	12:30	22.5	1	5	80	5	12	M	day
Emmelia trabealis	1	2	3	S	SEG42	S1045	22.07.08	11:40	19	0.5	0	95	35	70	M	day
Epirrhoe alternata	1	6	1	A	AEG01	A19557	25.05.08	13:30	19	1	20	70	50	90	M	day
Epirrhoe alternata	3	2	1	A	AEG01	A19557	25.05.08	13:30	19	1	20	70	50	90	M	day
Epirrhoe alternata	1	4	3	A	AEG01	A19557	28.07.08	16:15	23	0.5	0	90	2	20	M	day
Epirrhoe alternata	1	3	1	A	AEG10	A8338	25.05.08	10:45	17	1.5	15	20	25	10	M	day
Epirrhoe alternata	1	6	3	A	AEG12	A20771	28.07.08	17:00	20	0.5	0	100	7	22	M	day
Epirrhoe alternata	1	6	1	A	AEG13	A22610	15.05.08	13:50	22	1	20	50	50	50	M	day
Epirrhoe alternata	1	6	1	A	AEG17	A46114	26.05.08	14:45	22	1	30	0	25	40	M	day
Epirrhoe alternata	1	4	1	A	AEG17	A46114	26.05.08	14:45	22	1	30	0	25	40	M	day
Epirrhoe alternata	2	5	1	A	AEG18	A46500	26.05.08	10:45	19	1	0	100	15	90	M	day
Epirrhoe alternata	1	6	1	A	AEG18	A46500	26.05.08	10:45	19	1	0	100	15	90	M	day
Epirrhoe alternata	1	4	3	A	AEG18	A46500	30.07.08	11:50	25	2	30	0	6	30	M	day
Epirrhoe alternata	1	3	3	A	AEG19	A35463	28.07.08	14:30	23	0	0	70	1	15	M	day
Epirrhoe alternata	1	4	1	A	AEG20	A21699	28.05.08	13:45	24	2.5	25	30	45	80	M	day
Epirrhoe alternata	1	2	3	A	AEG20	A21699	05.08.08	09:40	18	0.5	5	90	2	25	M	day
Epirrhoe alternata	1		3	A	AEG21	A21850	05.08.08	11:45	19	1	20	50	9	15	M	day
Epirrhoe alternata	1	2	1	A	AEG22	A45310	26.05.08	13:45	22	1	30	10	35	65	M	day
Epirrhoe alternata	1	5	1	A	AEG22	A45310	26.05.08	13:45	22	1	30	10	35	65	M	day
Epirrhoe alternata	1	3	3	A	AEG22	A45310	30.07.08	14:10	26.5	1	10	10	4	10	M	day
Epirrhoe alternata	1	2	3	A	AEG35	A11495	31.07.08	10:30	22	1	30	0	3	30	M	day
Epirrhoe alternata	1	6	3	A	AEG36	A13124	31.07.08	11:10	22.5	0.5	30	0	3	35	M	day
Epirrhoe alternata	1	3	3	A	AEG38	A32042	05.08.08	12:45	20.5	1.5	15	50	4	20	M	day
Epirrhoe alternata	1	6	3	A	AEG39	A32195	29.07.08	17:50	23.5	0.5	5	60	2	35	M	day
Epirrhoe alternata	1	2	1	A	AEG40	A53417	24.05.08	15:00	21	1	5	80	60	60	M	day
Epirrhoe alternata	1	5	1	A	AEG40	A53417	24.05.08	15:00	21	1	5	80	60	60	M	day
Epirrhoe alternata	1	1	1	A	AEG42	A24657	15.05.08	12:45	23	1	20	40	60	50	M	day
Epirrhoe alternata	2	5	1	A	AEG45	A37099	16.05.08	16:00	20	1	25	60	60	60	M	day
Epirrhoe alternata	1	6	1	A	AEG45	A37099	16.05.08	16:00	20	1	25	60	60	60	M	day
Epirrhoe alternata	2	1	1	H	HEG09	H30212	22.05.08	13:30	17	1	5	70	20	80	M	day
Epirrhoe alternata	1	6	1	H	HEG09	H30212	22.05.08	13:30	17	1	5	70	20	80	M	day
Epirrhoe alternata	1	1	1	H	HEG20	H30205	22.05.08	12:30	16	2	20	60	20	40	M	day
Epirrhoe alternata	1	6	1	H	HEG20	H30205	22.05.08	12:30	16	2	20	60	20	40	M	day
Epirrhoe alternata	2	2	3	H	HEG31	H20003	11.08.08	17:45	22.5	1	5	60	11	25	M	day
Epirrhoe alternata	1	3	3	H	HEG31	H20003	11.08.08	17:45	22.5	1	5	60	11	25	M	day
Epirrhoe alternata	1	6	3	H	HEG31	H20003	11.08.08	17:45	22.5	1	5	60	11	25	M	day
Epirrhoe alternata	1	2	2	S	SEG01	S1029	15.06.08	12:00	17	1	25	60	1	8	M	day
Epirrhoe alternata	1	6	1	S	SEG04	S712	10.05.08	15:30	25	1	30	0	15	80	M	day
Epirrhoe alternata	2	4	2	S	SEG04	S712	16.06.08	14:45	21	1	15	70	5	100	M	day
Epirrhoe alternata	1	6	2	S	SEG04	S712	16.06.08	14:45	21	1	15	70	5	100	M	day
Epirrhoe alternata	1	2	1	S	SEG05	S667	11.05.08	16:30	23	3	30	20	3	7	M	day
Epirrhoe alternata	2	2	1	S	SEG16	S706	10.05.08	14:30	26	2	30	10	50	80	M	day
Epirrhoe alternata	2	3	1	S	SEG16	S706	10.05.08	14:30	26	2	30	10	50	80	M	day
Epirrhoe alternata	1	4	1	S	SEG16	S706	10.05.08	14:30	26	2	30	10	50	80	M	day
Epirrhoe alternata	1	5	1	S	SEG16	S706	10.05.08	14:30	26	2	30	10	50	80	M	day
Epirrhoe alternata	1	6	1	S	SEG16	S706	10.05.08	14:30	26	2	30	10	50	80	M	day
Epirrhoe alternata	1	6	2	S	SEG16	S706	16.06.08	13:20	21	1	15	60	5	130	M	day
Epirrhoe alternata	1	5	1	S	SEG22	S999	11.05.08	13:30	27	1	30	15	15	15	M	day
Epirrhoe alternata	1	1	3	S	SEG23	S612	27.07.08	11:30	27	2	30	0	3	15	M	day
Epirrhoe tristata	1	4	3	A	AEG01	A19557	28.07.08	16:15	23	0.5	0	90	2	20	M	day
Epirrhoe tristata	1	2	1	A	AEG04	A31160	29.05.08	12:45	23	1	10	80	20	70	M	day
Epirrhoe tristata	1	3	1	A	AEG05	A34237	16.05.08	11:45	22	1	25	70	10	40	M	day
Epirrhoe tristata	1	3	3	A	AEG06	A34651	02.08.08	17:20	23	0.25	25	60	1	25	M	day
Epirrhoe tristata	1	1	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	M	day
Epirrhoe tristata	1	5	1	A	AEG12	A20771	25.05.08	14:30	20	2	25	40	30	80	M	day
Epirrhoe tristata	1	1	3	A	AEG19	A35463	28.07.08	14:30	23	0	0	70	1	15	M	day
Epirrhoe tristata	1	1	1	A	AEG20	A21699	28.05.08	13:45	24	2.5	25	30	45	80	M	day
Epirrhoe tristata	1	5	1	A	AEG20	A21699	28.05.08	13:45	24	2.5	25	30	45	80	M	day
Epirrhoe tristata	1	6	1	A	AEG20	A21699	28.05.08	13:45	24	2.5	25	30	45	80	M	day
Epirrhoe tristata	1	2	3	A	AEG22	A45310	30.07.08	14:10	26.5	1	10	10	4	10	M	day
Epirrhoe tristata	1	6	1	A	AEG37	A30361	25.05.08	16:45	18	1	10	60	60	110	M	day
Epirrhoe tristata	1	2	3	A	AEG39	A32195	29.07.08	17:50	23.5	0.5	5	60	2	35	M	day
Epirrhoe tristata	1	5	3	A	AEG42	A24657	29.07.08	13:15	24	1.5	30	20	13	17	M	day
Epirrhoe tristata	1	3	3	A	AEG43	A49542	30.07.08	16:20	25	0.5	10	50	5	13	M	day
Epirrhoe tristata	1	1	1	A	AEG44	A33605	29.05.08	11:20	24	1	5	80	30	40	M	day
Epirrhoe tristata	1	3	1	A	AEG44	A33605	29.05.08	11:20	24	1	5	80	30	40	M	day
Epirrhoe tristata	1	6	1	A	AEG44	A33605	29.05.08	11:20	24	1	5	80	30	40	M	day
Epirrhoe tristata	1	3	3	A	AEG44	A33605	03.08.08	13:00	23	1	15	60	6	10	M	day
Epirrhoe tristata	1	4	3	A	AEG44	A33605	03.08.08	13:00	23	1	15	60	6	10	M	day
Epirrhoe tristata	2	6	3	A	AEG44	A33605	03.08.08	13:00	23	1	15	60	6	10	M	day
Epirrhoe tristata	2	1	3	H	HEG09	H30212	11.08.08	11:10	21.5	1.5	20	40	9	18	M	day
Epirrhoe tristata	1	4	1	H	HEG18	H16581	01.06.08	16:15	25	1	30	20	10	15	M	day
Epirrhoe tristata	1	5	1	H	HEG23	H20426	04.06.08	16:30	20	0	0	90	50	15	M	day
Epirrhoe tristata	1	1	1	H	HEG31	H20003	03.06.08	12:20	21	1	10	70	25	90	M	day
Epirrhoe tristata	1	6	1	H	HEG38	H20433	03.06.08	14:15	22	2	5	80	20	70	M	day
Epirrhoe tristata	1	3	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	M	day
Epirrhoe tristata	1	1	1	H	HEG46	H30915	07.06.08	12:00	25	1	30	10	30	30	M	day
Erebia aethiops	1	6	3	A	AEG27	A40320	02.08.08	14:30	22.5	1	15	70	6	20	B	day
Erebia medusa	1	2	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	B	day
Erebia medusa	1	3	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	B	day
Erebia medusa	1	4	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	B	day
Erebia medusa	1	5	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	B	day
Erebia medusa	1	6	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	B	day
Erebia medusa	1	1	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	B	day
Erebia medusa	7	1	1	A	AEG22	A45310	26.05.08	13:45	22	1	30	10	35	65	B	day
Erebia medusa	3	2	1	A	AEG22	A45310	26.05.08	13:45	22	1	30	10	35	65	B	day
Erebia medusa	5	3	1	A	AEG22	A45310	26.05.08	13:45	22	1	30	10	35	65	B	day
Erebia medusa	3	4	1	A	AEG22	A45310	26.05.08	13:45	22	1	30	10	35	65	B	day
Erebia medusa	3	5	1	A	AEG22	A45310	26.05.08	13:45	22	1	30	10	35	65	B	day
Erebia medusa	5	6	1	A	AEG22	A45310	26.05.08	13:45	22	1	30	10	35	65	B	day
Erebia medusa	1	1	1	A	AEG25	A7116	25.05.08	11:45	19	1.5	10	70	15	7	B	day
Erebia medusa	1	1	1	A	AEG27	A40320	29.05.08	16:00	22	0	0	100	17	30	B	day
Erebia medusa	2	4	1	A	AEG27	A40320	29.05.08	16:00	22	0	0	100	17	30	B	day
Erebia medusa	2	1	1	A	AEG28	A42175	27.05.08	13:30	25	2.5	30	5	30	10	B	day
Erebia medusa	1	3	1	A	AEG28	A42175	27.05.08	13:30	25	2.5	30	5	30	10	B	day
Erebia medusa	1	4	1	A	AEG28	A42175	27.05.08	13:30	25	2.5	30	5	30	10	B	day
Erebia medusa	1	5	1	A	AEG28	A42175	27.05.08	13:30	25	2.5	30	5	30	10	B	day
Erebia medusa	3	1	1	A	AEG32	A41172	27.05.08	14:30	26	1	25	20	3	25	B	day
Erebia medusa	4	2	1	A	AEG32	A41172	27.05.08	14:30	26	1	25	20	3	25	B	day
Erebia medusa	3	3	1	A	AEG32	A41172	27.05.08	14:30	26	1	25	20	3	25	B	day
Erebia medusa	3	4	1	A	AEG32	A41172	27.05.08	14:30	26	1	25	20	3	25	B	day
Erebia medusa	1	5	1	A	AEG32	A41172	27.05.08	14:30	26	1	25	20	3	25	B	day
Erebia medusa	1	6	1	A	AEG32	A41172	27.05.08	14:30	26	1	25	20	3	25	B	day
Erebia medusa	1	1	1	A	AEG33	A41959	27.05.08	09:50	22	1	22	10	17	10	B	day
Erebia medusa	1	3	1	A	AEG34	A43366	27.05.08	11:00	24	1	30	0	22	10	B	day
Erebia medusa	1	4	1	A	AEG34	A43366	27.05.08	11:00	24	1	30	0	22	10	B	day
Erebia medusa	1	6	1	A	AEG34	A43366	27.05.08	11:00	24	1	30	0	22	10	B	day
Erebia medusa	1	2	1	A	AEG34	A43366	27.05.08	11:00	24	1	30	0	22	10	B	day
Erebia medusa	1	1	1	A	AEG38	A32042	28.05.08	16:30	21	1	25	20	15	50	B	day
Erebia medusa	1	4	1	A	AEG38	A32042	28.05.08	16:30	21	1	25	20	15	50	B	day
Erebia medusa	1	1	1	A	AEG41	A28088	29.05.08	10:00	21	1	10	80	20	70	B	day
Erebia medusa	1	1	1	A	AEG44	A33605	29.05.08	11:20	24	1	5	80	30	40	B	day
Erebia medusa	1	6	1	A	AEG44	A33605	29.05.08	11:20	24	1	5	80	30	40	B	day
Erebia medusa	1	3	2	A	AEG48	A43134	24.06.08	13:30	25	1	0	80	17	15	B	day
Erebia medusa	5	1	1	A	AEG49	A43953	27.05.08	12:15	25	2	30	0	20	15	B	day
Erebia medusa	1	2	1	A	AEG49	A43953	27.05.08	12:15	25	2	30	0	20	15	B	day
Erebia medusa	2	3	1	A	AEG49	A43953	27.05.08	12:15	25	2	30	0	20	15	B	day
Erebia medusa	2	4	1	A	AEG49	A43953	27.05.08	12:15	25	2	30	0	20	15	B	day
Erebia medusa	1	5	1	A	AEG49	A43953	27.05.08	12:15	25	2	30	0	20	15	B	day
Erebia medusa	2	6	1	A	AEG49	A43953	27.05.08	12:15	25	2	30	0	20	15	B	day
Erebia medusa	1	2	1	H	HEG18	H16581	01.06.08	16:15	25	1	30	20	10	15	B	day
Erebia medusa	1	2	1	H	HEG39	H20436	03.06.08	15:15	22	2	10	60	20	60	B	day
Erebia medusa	1	1	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	B	day
Erebia medusa	2	2	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	B	day
Erebia medusa	2	3	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	B	day
Erebia medusa	2	4	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	B	day
Erebia medusa	1	6	1	H	HEG42	H13708	07.06.08	16:45	22	1	20	20	20	20	B	day
Erebia medusa	2	2	1	H	HEG44	H20215	04.06.08	12:20	22	3	20	30	5	10	B	day
Erebia medusa	2	6	1	H	HEG44	H20215	04.06.08	12:20	22	3	20	30	5	10	B	day
Erynnis tages	2	1	1	A	AEG07	A24854	15.05.08	11:00	20	1	25	30	15	5	B	day
Erynnis tages	1	6	1	A	AEG07	A24854	15.05.08	11:00	20	1	25	30	15	5	B	day
Erynnis tages	1	5	1	A	AEG47	A35283	29.05.08	14:45	23	0	0	80	5	10	B	day
Euclidia glyphica	1	3	2	A	AEG08	A42131	24.06.08	11:45	27	1	30	10	12	7	M	day
Euclidia glyphica	1	4	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	M	day
Euclidia glyphica	2	5	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	M	day
Euclidia glyphica	1	6	1	A	AEG09	A43687	30.05.08	11:45	25	0	25	40	10	15	M	day
Euclidia glyphica	1	6	2	A	AEG14	A46088	25.06.08	14:30	29	1.5	20	30	30	10	M	day
Euclidia glyphica	1	2	1	A	AEG17	A46114	26.05.08	14:45	22	1	30	0	25	40	M	day
Euclidia glyphica	1	4	1	A	AEG20	A21699	28.05.08	13:45	24	2.5	25	30	45	80	M	day
Euclidia glyphica	1	5	1	A	AEG20	A21699	28.05.08	13:45	24	2.5	25	30	45	80	M	day
Euclidia glyphica	1	6	1	A	AEG26	A28932	25.05.08	15:45	18	2	15	80	6	7	M	day
Euclidia glyphica	1	3	2	A	AEG26	A28932	26.06.08	12:30	23	1	10	70	15	11	M	day
Euclidia glyphica	1	5	1	A	AEG27	A40320	29.05.08	16:00	22	0	0	100	17	30	M	day
Euclidia glyphica	1	6	1	A	AEG27	A40320	29.05.08	16:00	22	0	0	100	17	30	M	day
Euclidia glyphica	1	4	1	A	AEG35	A11495	28.05.08	10:00	20	1	20	20	15	110	M	day
Euclidia glyphica	1	3	1	A	AEG47	A35283	29.05.08	14:45	23	0	0	80	5	10	M	day
Euclidia glyphica	1	4	1	A	AEG47	A35283	29.05.08	14:45	23	0	0	80	5	10	M	day
Euclidia glyphica	1	2	1	A	AEG49	A43953	27.05.08	12:15	25	2	30	0	20	15	M	day
